k1,k2,stat,lb,ub,pval
36,25,-0.008318,-0.005924,0.014183,0.00825
36,26,-0.001828,-0.004879,0.01278,0.09825
36,27,0.003965,-0.009272,0.015512,0.55325
36,28,-0.006433,-0.0089,0.015896,0.05475
36,29,-0.003998,-0.006195,0.016591,0.0515
36,30,-0.0023,-0.006206,0.011432,0.15525
36,31,0.028061,-0.006887,0.015063,0.99975
36,32,-0.014786,-0.007052,0.016578,0.00075
36,33,-0.010544,-0.007445,0.013331,0.00375
36,34,-0.002051,-0.006163,0.008434,0.20975
36,35,0.068181,-0.007845,0.011426,1.0
37,0,-0.014254,-0.000614,0.027774,0.0
37,1,-0.003362,-0.001131,0.0241,0.00875
37,2,-0.008311,0.001266,0.030005,0.00075
37,3,0.001077,-0.003408,0.023025,0.1005
37,4,0.007741,-0.005165,0.009122,0.9365
37,5,-0.01737,-0.000774,0.027865,0.0
37,6,-0.012666,-0.000433,0.026855,0.0
37,7,-0.002342,-0.003475,0.007638,0.0615
37,8,-0.014145,-0.008291,0.018772,0.0015
37,9,-0.009264,-0.008777,0.019357,0.022
37,10,-0.014603,-0.007299,0.02272,0.002
37,11,0.009625,-0.005318,0.013949,0.88225
37,12,-0.001393,-0.005156,0.010745,0.153
37,13,-0.00215,-0.004707,0.007313,0.1415
37,14,-0.002233,-0.01366,0.029142,0.19225
37,15,-0.002297,-0.008989,0.011888,0.26475
